,response,prompt,variation,experiment,user,system,llm,bias,formatted_emotion,flag
850,*joy,"[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,joy,True
851,"
Shame","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,shame,True
852,"
Guilt","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,guilt,True
853,"
Shame","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,shame,True
854,"
Shame","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,shame,True
855,*anger,"[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,anger,True
856,"
Anger","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,anger,True
857,"
Jealous","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,jealous,True
858,"
Anger","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,anger,True
859,"
Anger","[SystemMessage(content='Take the role of my partner, and I am your girlfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,anger,True
860,"
Anger","[SystemMessage(content='We are roleplaying. You are my partner, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,partner,llama_2_7b,control_emotion,anger,True
